Q1,Q2,Q3,Q4,Q5,Q6,Q10,Q11,Q12,Q13,Q14,Q15,Q19,Q20,Q21,Q22,Q25,Q26,Q27,Q28
Slightly high,Frequently,Mostly predictable,Low,Improve productivity,Controlled,Managing,Strong,Mentally drained,Try to figure out,Rarely,Analyze and fix,Often,Comfortable,Mostly clear,Rare,High,Fully refreshed,Comfortable,Minimal
Slightly high,Rarely,Predictable,High,Improve productivity,Controlled,In control,Strong,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Sometimes,Very comfortable,Clear,Rare,Low,Fully refreshed,Slight discomfort,Minimal
Very high,Rarely,Predictable,High,Improve productivity,Controlled,In control,Weak,Mentally drained,Clarify immediately,Occasionally,Analyze and fix,Always,Very comfortable,Clear,Constant,High,Mostly refreshed,Comfortable,Mild
Slightly high,Occasionally,Predictable,Low,Improve productivity,Controlled,Managing,Moderate,Slightly tired,Avoid it,Frequently,Analyze and fix,Always,Very comfortable,Clear,Rare,Very low,Slightly refreshed,Noticeable strain,Noticeable
Well-balanced,Frequently,Mostly predictable,High,Slight impact,Busy,In control,Strong,Satisfied and clear,Clarify immediately,Rarely,Feel stressed,Always,Comfortable,Clear,Frequent,Very low,Mostly refreshed,Comfortable,Mild
Slightly high,Almost daily,Predictable,High,Slight impact,Controlled,Managing,Strong,Satisfied and clear,Try to figure out,Occasionally,Analyze and fix,Often,Comfortable,Clear,Occasional,Very low,Mostly refreshed,Comfortable,Mild
Very high,Occasionally,Mostly predictable,High,Major disruption,Busy,In control,Strong,Slightly tired,Try to figure out,Rarely,Analyze and fix,Always,Very comfortable,Clear,Frequent,High,Fully refreshed,Comfortable,Minimal
Slightly high,Rarely,Predictable,Moderate,Improve productivity,Controlled,In control,Strong,Satisfied and clear,Delay starting,Frequently,Analyze and fix,Always,Comfortable,Clear,Rare,Low,Fully refreshed,Noticeable strain,Mild
Well-balanced,Rarely,Sometimes unpredictable,High,Improve productivity,Controlled,Managing,Weak,Satisfied and clear,Clarify immediately,Occasionally,Feel stressed,Always,Very comfortable,Mostly clear,Occasional,Moderate,Fully refreshed,Slight discomfort,Mild
High,Rarely,Predictable,Low,Slight impact,Controlled,Managing,Strong,Slightly tired,Delay starting,Frequently,Adjust quickly,Always,Very comfortable,Clear,Occasional,Moderate,Fully refreshed,Noticeable strain,Mild
High,Rarely,Predictable,High,Improve productivity,Controlled,In control,Moderate,Mentally drained,Try to figure out,Frequently,Analyze and fix,Always,Very comfortable,Clear,Frequent,Low,Fully refreshed,Uncomfortable,Mild
Well-balanced,Occasionally,Mostly predictable,High,Reduce productivity,Busy,In control,Moderate,Satisfied and clear,Try to figure out,Rarely,Adjust quickly,Rarely,Slightly uncomfortable,Sometimes unclear,Occasional,Moderate,Fully refreshed,Comfortable,Noticeable
Well-balanced,Frequently,Predictable,High,Slight impact,Controlled,Managing,Moderate,Slightly tired,Clarify immediately,Occasionally,Analyze and fix,Always,Slightly uncomfortable,Often unclear,Occasional,Low,Fully refreshed,Uncomfortable,Minimal
Very high,Frequently,Highly unpredictable,Low,Improve productivity,Controlled,In control,Strong,Slightly tired,Clarify immediately,Occasionally,Adjust quickly,Always,Slightly uncomfortable,Mostly clear,Rare,High,Slightly refreshed,Slight discomfort,Mild
Well-balanced,Occasionally,Predictable,High,Improve productivity,Hectic,Managing,Strong,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Mostly clear,Rare,High,Fully refreshed,Comfortable,Minimal
Slightly high,Rarely,Sometimes unpredictable,High,Reduce productivity,Controlled,In control,Strong,Mentally drained,Avoid it,Rarely,Adjust quickly,Rarely,Very comfortable,Clear,Occasional,Moderate,Mostly refreshed,Comfortable,Minimal
Well-balanced,Rarely,Mostly predictable,High,Slight impact,Chaotic,Managing,Weak,Mentally drained,Clarify immediately,Occasionally,Analyze and fix,Rarely,Very comfortable,Clear,Constant,Moderate,Fully refreshed,Comfortable,Minimal
Well-balanced,Rarely,Mostly predictable,High,Slight impact,Busy,Struggling,Moderate,Mentally drained,Clarify immediately,Constantly,Analyze and fix,Sometimes,Uncomfortable,Clear,Occasional,High,Fully refreshed,Comfortable,Mild
Slightly high,Occasionally,Predictable,Low,Major disruption,Controlled,In control,Moderate,Mentally drained,Delay starting,Occasionally,Analyze and fix,Always,Very comfortable,Clear,Rare,Low,Mostly refreshed,Slight discomfort,Noticeable
High,Frequently,Predictable,Low,Improve productivity,Busy,In control,Weak,Slightly tired,Delay starting,Rarely,Analyze and fix,Rarely,Comfortable,Clear,Occasional,Moderate,Fully refreshed,Comfortable,Minimal
High,Rarely,Mostly predictable,Low,Improve productivity,Controlled,Struggling,Strong,Satisfied and clear,Clarify immediately,Rarely,Avoid dealing,Always,Very comfortable,Mostly clear,Frequent,High,Mostly refreshed,Comfortable,Noticeable
Slightly high,Occasionally,Mostly predictable,Moderate,Improve productivity,Hectic,Overwhelmed,Moderate,Satisfied and clear,Delay starting,Rarely,Analyze and fix,Sometimes,Very comfortable,Clear,Occasional,High,Fully refreshed,Comfortable,Minimal
Slightly High,Frequently,Predictable,No control,Reduce productivity,Controlled,In control,Strong,Satisfied and clear,Clarify immediately,Occasionally,Analyze and fix,Always,Comfortable,Mostly clear,Occasional,High,Slightly refreshed,Slight discomfort,Mild
Slightly high,Rarely,Sometimes unpredictable,Moderate,Reduce productivity,Controlled,Managing,Weak,Satisfied and clear,Try to figure out,Rarely,Analyze and fix,Sometimes,Slightly uncomfortable,Often unclear,Frequent,High,Mostly refreshed,Comfortable,Minimal
Well-balanced,Occasionally,Mostly predictable,Moderate,Slight impact,Controlled,Overwhelmed,Moderate,Slightly tired,Delay starting,Rarely,Analyze and fix,Always,Comfortable,Sometimes unclear,Frequent,Moderate,Fully refreshed,Slight discomfort,Noticeable
High,Rarely,Mostly predictable,High,Improve productivity,Hectic,In control,Moderate,Mentally drained,Clarify immediately,Rarely,Analyze and fix,Sometimes,Very comfortable,Clear,Occasional,High,Fully refreshed,Slight discomfort,Mild
High,Frequently,Mostly predictable,Moderate,Major disruption,Hectic,In control,Strong,Slightly tired,Avoid it,Rarely,Analyze and fix,Always,Very comfortable,Clear,Occasional,High,Slightly refreshed,Slight discomfort,Noticeable
Well-balanced,Frequently,Predictable,High,Slight impact,Hectic,Managing,Moderate,Slightly tired,Delay starting,Rarely,Adjust quickly,Always,Very comfortable,Mostly clear,Frequent,Low,Not refreshed,Noticeable strain,Noticeable
Slightly high,Occasionally,Sometimes unpredictable,Moderate,Major disruption,Busy,Struggling,Very weak,Slightly tired,Avoid it,Occasionally,Analyze and fix,Always,Very comfortable,Clear,Rare,High,Fully refreshed,Noticeable strain,Mild
Well-balanced,Occasionally,Highly unpredictable,Moderate,Slight impact,Busy,Struggling,Moderate,Satisfied and clear,Clarify immediately,Frequently,Analyze and fix,Always,Very comfortable,Sometimes unclear,Frequent,High,Fully refreshed,Noticeable strain,Mild
Slightly high,Occasionally,Predictable,High,Improve productivity,Controlled,Overwhelmed,Moderate,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Always,Slightly uncomfortable,Sometimes unclear,Occasional,High,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Rarely,Predictable,High,Slight impact,Controlled,In control,Moderate,Slightly tired,Try to figure out,Constantly,Analyze and fix,Sometimes,Very comfortable,Clear,Occasional,High,Fully refreshed,Slight discomfort,Mild
Slightly high,Rarely,Predictable,High,Major disruption,Controlled,In control,Strong,Satisfied and clear,Try to figure out,Constantly,Adjust quickly,Always,Comfortable,Clear,Rare,High,Fully refreshed,Slight discomfort,Mild
Well-balanced,Frequently,Predictable,High,Reduce productivity,Chaotic,Managing,Weak,Satisfied and clear,Try to figure out,Occasionally,Analyze and fix,Rarely,Very comfortable,Mostly clear,Occasional,Moderate,Slightly refreshed,Comfortable,Mild
Very HIgh,Rarely,Mostly predictable,Moderate,Slight impact,Controlled,In control,Moderate,Satisfied and clear,Delay starting,Occasionally,Analyze and fix,Always,Very comfortable,Sometimes unclear,Frequent,High,Not refreshed,Slight discomfort,Minimal
Well-balanced,Almost daily,Predictable,No control,Improve productivity,Controlled,Managing,Weak,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Always,Comfortable,Sometimes unclear,Constant,Very low,Mostly refreshed,Noticeable strain,Minimal
Well-balanced,Frequently,Mostly predictable,High,Improve productivity,Chaotic,Managing,Moderate,Mentally drained,Delay starting,Rarely,Adjust quickly,Always,Very comfortable,Clear,Occasional,Low,Mostly refreshed,Slight discomfort,Mild
Well-balanced,Almost daily,Predictable,High,Reduce productivity,Busy,In control,Moderate,Slightly tired,Clarify immediately,Occasionally,Feel stressed,Often,Uncomfortable,Clear,Occasional,High,Slightly refreshed,Slight discomfort,Minimal
Well-balanced,Rarely,Highly unpredictable,High,Slight impact,Controlled,In control,Weak,Mentally drained,Clarify immediately,Frequently,Analyze and fix,Often,Comfortable,Sometimes unclear,Rare,Low,Not refreshed,Comfortable,Minimal
Well-balanced,Occasionally,Predictable,Low,Slight impact,Busy,Managing,Moderate,Slightly tired,Clarify immediately,Rarely,Adjust quickly,Sometimes,Comfortable,Clear,Rare,High,Mostly refreshed,Noticeable strain,Minimal
High,Almost Daily,Predictable,No control,Improve productivity,Hectic,In control,Strong,Satisfied and clear,Clarify immediately,Frequently,Analyze and fix,Rarely,Very comfortable,Mostly clear,Occasional,High,Mostly refreshed,Noticeable strain,Mild
Very high,Occasionally,Predictable,High,Improve productivity,Controlled,In control,Strong,Mentally drained,Try to figure out,Rarely,Adjust quickly,Often,Very comfortable,Clear,Occasional,High,Fully refreshed,Comfortable,Noticeable
Well-balanced,Rarely,Mostly predictable,Low,Slight impact,Controlled,Managing,Moderate,Slightly tired,Clarify immediately,Constantly,Feel stressed,Sometimes,Comfortable,Mostly clear,Rare,High,Slightly refreshed,Comfortable,Minimal
Well-balanced,Rarely,Predictable,High,Slight impact,Hectic,In control,Moderate,Slightly tired,Avoid it,Rarely,Analyze and fix,Rarely,Uncomfortable,Often unclear,Constant,Low,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Rarely,Mostly predictable,High,Slight impact,Hectic,Managing,Strong,Overwhelmed,Clarify immediately,Rarely,Analyze and fix,Often,Comfortable,Clear,Rare,Moderate,Slightly refreshed,Slight discomfort,Noticeable
Well-balanced,Occasionally,Mostly predictable,Moderate,Improve productivity,Busy,Managing,Strong,Satisfied and clear,Try to figure out,Occasionally,Analyze and fix,Rarely,Slightly uncomfortable,Clear,Frequent,Very low,Mostly refreshed,Slight discomfort,High
Slightly high,Frequently,Predictable,No control,Slight impact,Busy,In control,Strong,Satisfied and clear,Try to figure out,Occasionally,Analyze and fix,Often,Uncomfortable,Clear,Rare,High,Fully refreshed,Noticeable strain,Minimal
High,Rarely,Sometimes unpredictable,High,Slight impact,Hectic,In control,Moderate,Slightly tired,Clarify immediately,Frequently,Analyze and fix,Always,Very comfortable,Mostly clear,Constant,High,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Rarely,Highly unpredictable,Low,Slight impact,Hectic,In control,Moderate,Satisfied and clear,Clarify immediately,Occasionally,Analyze and fix,Always,Slightly uncomfortable,Mostly clear,Rare,Low,Slightly refreshed,Slight discomfort,Minimal
Well-balanced,Occasionally,Predictable,High,Major disruption,Controlled,In control,Strong,Overwhelmed,Try to figure out,Rarely,Analyze and fix,Always,Comfortable,Sometimes unclear,Frequent,Low,Slightly refreshed,Slight discomfort,Mild
Well-balanced,Rarely,Mostly predictable,High,Reduce productivity,Hectic,In control,Strong,Satisfied and clear,Clarify immediately,Occasionally,Analyze and fix,Often,Comfortable,Mostly clear,Rare,Low,Mostly refreshed,Slight discomfort,Minimal
Slightly high,Occasionally,Mostly predictable,Low,Improve productivity,Controlled,Struggling,Moderate,Slightly tired,Try to figure out,Rarely,Analyze and fix,Often,Uncomfortable,Clear,Rare,High,Fully refreshed,Noticeable strain,High
Well-balanced,Frequently,Mostly predictable,Moderate,Slight impact,Controlled,Struggling,Weak,Mentally drained,Clarify immediately,Rarely,Avoid dealing,Always,Slightly uncomfortable,Sometimes unclear,Occasional,Moderate,Fully refreshed,Slight discomfort,Noticeable
Well-balanced,Almost daily,Sometimes unpredictable,High,Slight impact,Busy,Managing,Strong,Slightly tired,Clarify immediately,Occasionally,Avoid dealing,Sometimes,Comfortable,Clear,Rare,Moderate,Fully refreshed,Slight discomfort,Noticeable
High,Rarely,Predictable,No control,Improve productivity,Controlled,Struggling,Weak,Slightly tired,Clarify immediately,Occasionally,Feel stressed,Sometimes,Uncomfortable,Mostly clear,Constant,Moderate,Slightly refreshed,Comfortable,Noticeable
Well-balanced,Frequently,Predictable,High,Improve productivity,Hectic,Managing,Weak,Slightly tired,Clarify immediately,Constantly,Feel stressed,Always,Very comfortable,Mostly clear,Rare,Moderate,Mostly refreshed,Noticeable strain,Minimal
High,Frequently,Highly unpredictable,Moderate,Improve productivity,Controlled,In control,Moderate,Mentally drained,Try to figure out,Occasionally,Feel stressed,Often,Very comfortable,Sometimes unclear,Occasional,Very low,Mostly refreshed,Noticeable strain,Mild
Slightly high,Rarely,Mostly predictable,Low,Improve productivity,Controlled,Managing,Moderate,Slightly tired,Clarify immediately,Occasionally,Analyze and fix,Sometimes,Very comfortable,Clear,Rare,High,Fully refreshed,Noticeable strain,Mild
Well-balanced,Frequently,Mostly predictable,No control,Slight impact,Controlled,Managing,Strong,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Often unclear,Frequent,Moderate,Slightly refreshed,Comfortable,Minimal
High,Rarely,Predictable,High,Improve productivity,Controlled,In control,Very weak,Overwhelmed,Clarify immediately,Rarely,Adjust quickly,Always,Slightly uncomfortable,Mostly clear,Occasional,Very low,Fully refreshed,Comfortable,Minimal
Well-balanced,Occasionally,Sometimes unpredictable,Moderate,Improve productivity,Busy,In control,Moderate,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Always,Comfortable,Clear,Rare,High,Fully refreshed,Noticeable strain,Noticeable
Slightly high,Rarely,Predictable,High,Improve productivity,Hectic,Managing,Strong,Satisfied and clear,Clarify immediately,Occasionally,Analyze and fix,Often,Very comfortable,Mostly clear,Rare,High,Fully refreshed,Noticeable strain,Noticeable
Slightly high,Rarely,Mostly predictable,No control,Improve productivity,Controlled,In control,Moderate,Satisfied and clear,Clarify immediately,Frequently,Adjust quickly,Often,Comfortable,Clear,Rare,High,Fully refreshed,Slight discomfort,Minimal
Slightly high,Occasionally,Highly unpredictable,Moderate,Improve productivity,Controlled,In control,Strong,Satisfied and clear,Try to figure out,Occasionally,Feel stressed,Often,Comfortable,Clear,Constant,High,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Frequently,Mostly predictable,Moderate,Improve productivity,Controlled,In control,Strong,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Rarely,Comfortable,Clear,Frequent,Low,Fully refreshed,Comfortable,Minimal
Slightly high,Frequently,Mostly predictable,Low,Slight impact,Controlled,In control,Strong,Mentally drained,Try to figure out,Constantly,Feel stressed,Always,Comfortable,Clear,Frequent,Moderate,Mostly refreshed,Uncomfortable,Noticeable
Well-balanced,Occasionally,Predictable,Low,Improve productivity,Controlled,Struggling,Weak,Slightly tired,Try to figure out,Frequently,Adjust quickly,Often,Comfortable,Sometimes unclear,Frequent,High,Fully refreshed,Slight discomfort,Minimal
