Q1,Q2,Q3,Q4,Q5,Q6,Q10,Q11,Q12,Q13,Q14,Q15,Q19,Q20,Q21,Q22,Q25,Q26,Q27,Q28
Slightly high,Rarely,Predictable,High,Slight impact,Controlled,In control,Weak,Slightly tired,Try to figure out,Occasionally,Analyze and fix,Always,Very comfortable,Clear,Occasional,Moderate,Fully refreshed,Comfortable,Minimal
Well-balanced,Occasionally,Predictable,High,Slight impact,Controlled,Managing,Strong,Mentally drained,Delay starting,Rarely,Feel stressed,Sometimes,Very comfortable,Mostly clear,Frequent,High,Mostly refreshed,Comfortable,Mild
Slightly high,Frequently,Predictable,High,Major disruption,Busy,In control,Weak,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Sometimes,Very comfortable,Clear,Occasional,High,Fully refreshed,Comfortable,Minimal
Slightly high,Rarely,Mostly predictable,Moderate,Major disruption,Controlled,Struggling,Moderate,Slightly tired,Try to figure out,Rarely,Adjust quickly,Always,Very comfortable,Clear,Rare,Low,Fully refreshed,Comfortable,Minimal
Slightly high,Almost daily,Predictable,High,Slight impact,Controlled,Managing,Strong,Satisfied and clear,Try to figure out,Rarely,Analyze and fix,Always,Comfortable,Mostly clear,Rare,High,Not refreshed,Uncomfortable,Noticeable
Well-balanced,Occasionally,Sometimes unpredictable,Moderate,Improve productivity,Controlled,Managing,Strong,Slightly tired,Delay starting,Rarely,Analyze and fix,Always,Very comfortable,Clear,Occasional,High,Fully refreshed,Slight discomfort,Mild
Well-balanced,Rarely,Sometimes unpredictable,High,Improve productivity,Busy,Managing,Strong,Satisfied and clear,Try to figure out,Rarely,Analyze and fix,Often,Comfortable,Often unclear,Rare,Moderate,Mostly refreshed,Comfortable,Minimal
High,Rarely,Predictable,Low,Slight impact,Chaotic,In control,Moderate,Overwhelmed,Try to figure out,Rarely,Feel stressed,Always,Very comfortable,Clear,Occasional,High,Mostly refreshed,Comfortable,Minimal
Slightly high,Occasionally,Mostly predictable,High,Reduce productivity,Controlled,In control,Weak,Satisfied and clear,Delay starting,Constantly,Analyze and fix,Always,Very comfortable,Clear,Occasional,Low,Fully refreshed,Noticeable strain,Mild
Well-balanced,Rarely,Mostly predictable,Moderate,Slight impact,Controlled,Managing,Strong,Satisfied and clear,Avoid it,Occasionally,Feel stressed,Always,Comfortable,Clear,Frequent,High,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Occasionally,Predictable,Moderate,Slight impact,Controlled,In control,Strong,Satisfied and clear,Clarify immediately,Occasionally,Analyze and fix,Often,Very comfortable,Clear,Rare,High,Fully refreshed,Noticeable strain,High
Well-balanced,Rarely,Predictable,High,Reduce productivity,Busy,In control,Strong,Slightly tired,Try to figure out,Rarely,Adjust quickly,Always,Very comfortable,Clear,Occasional,Very low,Fully refreshed,Noticeable strain,Minimal
Well-balanced,Occasionally,Mostly predictable,Moderate,Improve productivity,Controlled,Overwhelmed,Strong,Satisfied and clear,Clarify immediately,Rarely,Adjust quickly,Always,Very comfortable,Clear,Rare,High,Fully refreshed,Slight discomfort,Minimal
Slightly high,Frequently,Sometimes unpredictable,Low,Improve productivity,Busy,In control,Moderate,Slightly tired,Clarify immediately,Frequently,Adjust quickly,Often,Very comfortable,Clear,Rare,High,Fully refreshed,Slight discomfort,Mild
Well-balanced,Rarely,Sometimes unpredictable,Moderate,Slight impact,Controlled,Managing,Weak,Slightly tired,Delay starting,Rarely,Analyze and fix,Always,Very comfortable,Clear,Rare,High,Slightly refreshed,Slight discomfort,Minimal
Well-balanced,Occasionally,Predictable,High,Improve productivity,Controlled,Managing,Weak,Mentally drained,Clarify immediately,Rarely,Adjust quickly,Always,Uncomfortable,Clear,Rare,High,Fully refreshed,Noticeable strain,Mild
High,Occasionally,Predictable,High,Reduce productivity,Controlled,In control,Strong,Slightly tired,Clarify immediately,Constantly,Analyze and fix,Always,Very comfortable,Clear,Occasional,Low,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Rarely,Predictable,Moderate,Reduce productivity,Controlled,Struggling,Moderate,Satisfied and clear,Clarify immediately,Frequently,Adjust quickly,Always,Very comfortable,Clear,Frequent,High,Mostly refreshed,Comfortable,Mild
Slightly high,Rarely,Predictable,High,Reduce productivity,Controlled,In control,Strong,Slightly tired,Clarify immediately,Frequently,Adjust quickly,Sometimes,Comfortable,Clear,Rare,High,Fully refreshed,Slight discomfort,Minimal
High,Rarely,Predictable,Moderate,Improve productivity,Hectic,In control,Strong,Slightly tired,Try to figure out,Rarely,Analyze and fix,Always,Slightly uncomfortable,Clear,Frequent,Moderate,Fully refreshed,Comfortable,Minimal
Well-balanced,Occasionally,Predictable,Moderate,Slight impact,Busy,In control,Strong,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Clear,Rare,Low,Slightly refreshed,Slight discomfort,Mild
Well-balanced,Frequently,Mostly predictable,Moderate,Slight impact,Controlled,In control,Strong,Mentally drained,Delay starting,Rarely,Adjust quickly,Always,Comfortable,Sometimes unclear,Rare,High,Mostly refreshed,Comfortable,Minimal
Well-balanced,Rarely,Predictable,High,Slight impact,Controlled,Managing,Moderate,Slightly tired,Clarify immediately,Rarely,Feel stressed,Always,Very comfortable,Mostly clear,Rare,High,Mostly refreshed,Comfortable,Minimal
Well-balanced,Occasionally,Predictable,High,Slight impact,Controlled,In control,Strong,Satisfied and clear,Try to figure out,Rarely,Analyze and fix,Always,Slightly uncomfortable,Mostly clear,Occasional,High,Fully refreshed,Slight discomfort,Minimal
Well-balanced,Almost daily,Mostly predictable,High,Improve productivity,Busy,Managing,Moderate,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Clear,Frequent,Low,Fully refreshed,Comfortable,Noticeable
High,Occasionally,Mostly predictable,High,Improve productivity,Busy,Overwhelmed,Strong,Overwhelmed,Clarify immediately,Rarely,Analyze and fix,Always,Comfortable,Mostly clear,Occasional,High,Fully refreshed,Uncomfortable,Minimal
Well-balanced,Rarely,Predictable,Low,Improve productivity,Busy,In control,Strong,Satisfied and clear,Clarify immediately,Rarely,Adjust quickly,Sometimes,Very comfortable,Clear,Rare,High,Fully refreshed,Noticeable strain,Minimal
Well-balanced,Rarely,Mostly predictable,High,Slight impact,Controlled,In control,Moderate,Satisfied and clear,Try to figure out,Occasionally,Analyze and fix,Often,Very comfortable,Clear,Rare,High,Mostly refreshed,Slight discomfort,Noticeable
Well-balanced,Occasionally,Predictable,Low,Improve productivity,Controlled,In control,Strong,Satisfied and clear,Try to figure out,Occasionally,Analyze and fix,Always,Very comfortable,Mostly clear,Rare,Moderate,Fully refreshed,Comfortable,Minimal
High,Occasionally,Mostly predictable,Moderate,Slight impact,Controlled,In control,Very weak,Slightly tired,Try to figure out,Rarely,Analyze and fix,Always,Slightly uncomfortable,Mostly clear,Occasional,High,Fully refreshed,Comfortable,Mild
Slightly high,Frequently,Predictable,High,Improve productivity,Controlled,Managing,Strong,Satisfied and clear,Try to figure out,Rarely,Analyze and fix,Always,Comfortable,Clear,Rare,High,Fully refreshed,Slight discomfort,Mild
Well-balanced,Occasionally,Predictable,High,Improve productivity,Controlled,Managing,Strong,Slightly tired,Try to figure out,Frequently,Adjust quickly,Often,Comfortable,Clear,Occasional,High,Fully refreshed,Comfortable,Minimal
High,Rarely,Predictable,Low,Slight impact,Controlled,In control,Strong,Mentally drained,Try to figure out,Rarely,Analyze and fix,Always,Comfortable,Clear,Rare,High,Slightly refreshed,Comfortable,Minimal
Well-balanced,Occasionally,Mostly predictable,High,Improve productivity,Controlled,In control,Moderate,Satisfied and clear,Clarify immediately,Occasionally,Adjust quickly,Sometimes,Very comfortable,Clear,Rare,High,Fully refreshed,Slight discomfort,Minimal
Slightly high,Rarely,Mostly predictable,High,Improve productivity,Hectic,In control,Strong,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Always,Comfortable,Clear,Rare,High,Fully refreshed,Comfortable,Minimal
Slightly high,Rarely,Sometimes unpredictable,Low,Improve productivity,Busy,In control,Strong,Slightly tired,Try to figure out,Occasionally,Analyze and fix,Often,Very comfortable,Sometimes unclear,Occasional,Low,Fully refreshed,Comfortable,Minimal
Slightly high,Rarely,Predictable,Moderate,Improve productivity,Hectic,Managing,Strong,Slightly tired,Try to figure out,Frequently,Adjust quickly,Always,Very comfortable,Clear,Frequent,High,Fully refreshed,Noticeable strain,Minimal
Well-balanced,Rarely,Mostly predictable,Moderate,Reduce productivity,Controlled,In control,Strong,Satisfied and clear,Try to figure out,Rarely,Adjust quickly,Often,Very comfortable,Mostly clear,Rare,Moderate,Fully refreshed,Slight discomfort,Minimal
High,Rarely,Predictable,High,Slight impact,Busy,In control,Weak,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Often,Very comfortable,Clear,Occasional,Low,Fully refreshed,Comfortable,Minimal
Slightly high,Rarely,Predictable,High,Improve productivity,Busy,In control,Strong,Satisfied and clear,Clarify immediately,Rarely,Feel stressed,Always,Very comfortable,Clear,Rare,Moderate,Mostly refreshed,Comfortable,Mild
Slightly high,Rarely,Predictable,High,Slight impact,Controlled,Managing,Strong,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Often,Comfortable,Clear,Occasional,High,Mostly refreshed,Comfortable,Minimal
Well-balanced,Frequently,Predictable,High,Slight impact,Controlled,In control,Moderate,Slightly tired,Try to figure out,Rarely,Analyze and fix,Often,Very comfortable,Mostly clear,Occasional,Moderate,Slightly refreshed,Comfortable,Minimal
Well-balanced,Occasionally,Predictable,Moderate,Improve productivity,Controlled,Managing,Strong,Slightly tired,Delay starting,Frequently,Adjust quickly,Sometimes,Very comfortable,Clear,Rare,High,Mostly refreshed,Comfortable,Minimal
Well-balanced,Rarely,Predictable,High,Improve productivity,Hectic,Overwhelmed,Strong,Mentally drained,Try to figure out,Rarely,Analyze and fix,Always,Comfortable,Clear,Occasional,Moderate,Fully refreshed,Comfortable,Minimal
Well-balanced,Frequently,Sometimes unpredictable,High,Slight impact,Controlled,In control,Weak,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Always,Slightly uncomfortable,Clear,Rare,Low,Fully refreshed,Comfortable,Minimal
Well-balanced,Rarely,Predictable,High,Slight impact,Controlled,In control,Strong,Satisfied and clear,Clarify immediately,Rarely,Adjust quickly,Often,Slightly uncomfortable,Mostly clear,Rare,High,Mostly refreshed,Comfortable,Mild
Slightly high,Rarely,Mostly predictable,Low,Slight impact,Controlled,Struggling,Strong,Mentally drained,Clarify immediately,Occasionally,Analyze and fix,Always,Slightly uncomfortable,Clear,Rare,Moderate,Fully refreshed,Slight discomfort,Noticeable
Well-balanced,Rarely,Mostly predictable,High,Improve productivity,Busy,In control,Weak,Mentally drained,Delay starting,Occasionally,Adjust quickly,Always,Comfortable,Clear,Rare,High,Fully refreshed,Comfortable,High
Well-balanced,Rarely,Predictable,High,Slight impact,Controlled,In control,Moderate,Slightly tired,Clarify immediately,Frequently,Analyze and fix,Always,Very comfortable,Clear,Rare,Moderate,Fully refreshed,Noticeable strain,Noticeable
Well-balanced,Frequently,Mostly predictable,High,Improve productivity,Controlled,In control,Moderate,Slightly tired,Clarify immediately,Occasionally,Analyze and fix,Often,Very comfortable,Clear,Occasional,Moderate,Fully refreshed,Slight discomfort,Mild
Slightly high,Rarely,Predictable,High,Improve productivity,Controlled,In control,Strong,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Always,Slightly uncomfortable,Clear,Rare,High,Mostly refreshed,Comfortable,Mild
Well-balanced,Occasionally,Sometimes unpredictable,High,Slight impact,Busy,In control,Moderate,Slightly tired,Clarify immediately,Occasionally,Adjust quickly,Often,Very comfortable,Clear,Rare,Low,Mostly refreshed,Slight discomfort,Mild
Well-balanced,Occasionally,Predictable,High,Slight impact,Busy,Managing,Moderate,Satisfied and clear,Avoid it,Rarely,Analyze and fix,Often,Comfortable,Clear,Rare,Moderate,Fully refreshed,Uncomfortable,Mild
Well-balanced,Rarely,Predictable,High,Slight impact,Controlled,In control,Strong,Slightly tired,Try to figure out,Occasionally,Adjust quickly,Often,Slightly uncomfortable,Mostly clear,Rare,Low,Slightly refreshed,Comfortable,Mild
Slightly high,Rarely,Predictable,Moderate,Slight impact,Busy,Struggling,Strong,Mentally drained,Try to figure out,Rarely,Adjust quickly,Always,Slightly uncomfortable,Clear,Rare,High,Fully refreshed,Slight discomfort,Noticeable
Slightly high,Occasionally,Mostly predictable,High,Slight impact,Controlled,Managing,Strong,Satisfied and clear,Try to figure out,Occasionally,Analyze and fix,Often,Comfortable,Clear,Rare,High,Fully refreshed,Uncomfortable,Minimal
Well-balanced,Almost Daily,Predictable,High,Slight impact,Controlled,In control,Moderate,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Sometimes,Uncomfortable,Mostly clear,Occasional,Moderate,Mostly refreshed,Comfortable,Minimal
Well-balanced,Occasionally,Mostly predictable,High,Improve productivity,Busy,Managing,Moderate,Satisfied and clear,Clarify immediately,Occasionally,Adjust quickly,Often,Very comfortable,Mostly clear,Occasional,Low,Mostly refreshed,Comfortable,Mild
Well-balanced,Rarely,Predictable,Low,Slight impact,Busy,In control,Moderate,Satisfied and clear,Try to figure out,Rarely,Adjust quickly,Always,Very comfortable,Clear,Rare,High,Mostly refreshed,Noticeable strain,Minimal
Well-balanced,Rarely,Mostly predictable,High,Reduce productivity,Hectic,Managing,Moderate,Satisfied and clear,Try to figure out,Occasionally,Analyze and fix,Always,Very comfortable,Mostly clear,Occasional,Moderate,Mostly refreshed,Comfortable,Noticeable
Well-balanced,Rarely,Predictable,Moderate,Improve productivity,Hectic,Managing,Strong,Mentally drained,Clarify immediately,Rarely,Analyze and fix,Always,Uncomfortable,Mostly clear,Rare,Moderate,Fully refreshed,Comfortable,Mild
Slightly high,Occasionally,Mostly predictable,Moderate,Slight impact,Controlled,In control,Strong,Mentally drained,Clarify immediately,Rarely,Analyze and fix,Often,Very comfortable,Clear,Rare,Low,Fully refreshed,Comfortable,Noticeable
Slightly high,Occasionally,Predictable,High,Improve productivity,Busy,Managing,Strong,Slightly tired,Delay starting,Rarely,Analyze and fix,Always,Very comfortable,Clear,Occasional,High,Fully refreshed,Comfortable,Minimal
Well-balanced,Rarely,Mostly predictable,High,Improve productivity,Chaotic,In control,Strong,Satisfied and clear,Clarify immediately,Rarely,Analyze and fix,Often,Very comfortable,Clear,Frequent,High,Fully refreshed,Comfortable,Minimal
Well-balanced,Rarely,Predictable,Moderate,Improve productivity,Hectic,In control,Strong,Satisfied and clear,Try to figure out,Rarely,Feel stressed,Always,Comfortable,Clear,Rare,Moderate,Fully refreshed,Comfortable,Noticeable
Slightly high,Rarely,Predictable,High,Improve productivity,Busy,In control,Strong,Slightly tired,Clarify immediately,Rarely,Analyze and fix,Often,Very comfortable,Mostly clear,Occasional,High,Fully refreshed,Slight discomfort,Noticeable
Well-balanced,Rarely,Predictable,Moderate,Improve productivity,Controlled,Managing,Weak,Slightly tired,Try to figure out,Occasionally,Avoid dealing,Often,Comfortable,Mostly clear,Rare,High,Mostly refreshed,Comfortable,Minimal
Well-balanced,Rarely,Predictable,High,Reduce productivity,Controlled,In control,Strong,Satisfied and clear,Clarify immediately,Rarely,Adjust quickly,Always,Very comfortable,Mostly clear,Rare,Moderate,Fully refreshed,Slight discomfort,Mild
Well-balanced,Occasionally,Mostly predictable,High,Slight impact,Busy,Managing,Weak,Mentally drained,Clarify immediately,Rarely,Analyze and fix,Always,Very comfortable,Clear,Rare,Moderate,Mostly refreshed,Slight discomfort,Noticeable
